Территориальное управление Ростехнадзора,Субъект(ы) Российской Федерации,Вид проверки,Наименование проверяемой организации,ИНН проверяемой организации,Регистрационный № ОПО,Начало проведения проверки,Окончание проведения проверки,Количество башенных кранов в организации (всего),Количество проверенных башенных кранов,Количество демонтированных кранов (из числа проверенных),Количество выявленных технических нарушений,Количество выявленных организационных нарушений,Количество нарушений в части ППР,Количество нарушений в части ЭПБ,Количество нарушений требований ТР ТС 010/2011,"Количество иных нарушений (с указанием вида(видов) нарушений в графе ""Примечания"")",Общее количество выявленных нарушений (по Акту),Количество штрафов в отношении юридических лиц,Общая сумма наложенных штрафов в отношении юридических лиц (руб.),Количество штрафов в отношении должностных лиц,Общая сумма наложенных штрафов в отношении должностных лиц (руб.),Количество приостановок по ч.1 ст. 9.1 КоАП,Количество приостановок по ч. 3 ст. 9.1 КоАП,Количество вынесенных предупреждений,Количество дисквалификаций,"Иные принятые меры реагирования (письма в правоохранительные органы, прокуратуру, суды и т.д.)",Примечания
Приокское управление,57 Орловская область,первичная выездная проверка (по поручению 85 РП),"Общество с ограниченной ответственностью ""Управление механизации ОАО ""Орелстрой""",5 751 005 749,А-10-20067-0001,17.05.2017,14.06.2017,39,14,25,11,8,1,0,0,0,20,1, 200 000.00 ? ,2, 40 000.00 ? ,0,0,0,0,,
Печорское управление,11 Республика Коми,первичная выездная проверка (по поручению 85 РП),"ООО ""Горстрой""",1 101 031 470,"А25-00712-0001, А25-00712-0005 ",10.04.2018,20.04.2018,2,2,0,3,5,0,0,0,0,8,0, -   ? ,1, 20 000.00 ? ,0,0,0,0,,
Печорское управление,11 Республика Коми,первичная выездная проверка (по поручению 85 РП),ЗАО «Комибуммонтаж»,1 121 001 480,А25-00479-0002,12.04.2018,20.04.2018,2,2,0,1,12,0,1,0,0,14,0, -   ? ,0, -   ? ,1,0,0,0,?Материалы об административном правонарушении направлены 20.04.2018 в Сыктывкарский городской суд,
Приокское управление,57 Орловская область,контроль выполнения предписания,"Общество с ограниченной ответственностью  ""Управление механизации"" ОАО ""Орелстрой""",5 751 005 749,А-10-20067-0001,25.09.2017,06.10.2017,39,14,25,3,2,0,0,0,0,5,0, -   ? ,1, 30 000.00 ? ,0,1,0,0,,
Центральное управление,33 Владимирская область,контроль выполнения предписания,ИП Гольцов,332 706 549 308,А15-04562-0001,06.04.2018,09.04.2018,19,3,0,0,0,0,0,0,0,0,0, -   ? ,0, -   ? ,0,0,0,0,,
Центральное управление,33 Владимирская область,контроль выполнения предписания,ООО «СпецАвтоСтрой»,3 314 008 285,А15-04554-0001,13.03.2018,15.03.2018,3,3,0,0,0,0,0,0,0,0,0, -   ? ,0, -   ? ,0,0,0,0,,
Западно-Уральское управление,59 Пермский край,первичная выездная проверка (по поручению 85 РП),"ООО ""Завод КУБ-Стройкомплекс",5 943 040 930,48-13634-0002,12.07.2017,08.08.2017,1,1,0,13,12,6,1,5,0,37,0, -   ? ,0, -   ? ,0,1,1,0,,
Приокское управление,57 Орловская область,первичная выездная проверка (по поручению 85 РП),"Общества с ограниченной ответственностью ""Универсал""",5 703 013 348,А-10-21436-0001,07.11.2017,15.11.2017,1,1,0,8,4,0,0,0,0,12,0, -   ? ,0, -   ? ,0,1,0,0,,
Уральское управление,45 Курганская область,контроль выполнения предписания,"ООО ""Юргамышский леспромхоз""",4 526 005 880,А55-03884-0001,21.02.2018,26.02.2018,1,1,0,0,0,0,0,0,0,0,0, -   ? ,0, -   ? ,0,0,0,0,,
Уральское управление,45 Курганская область,контроль выполнения предписания,ПАО «Курганская генерирующая компания»,4 501 122 913,А55-03465-0001,16.04.2018,19.04.2018,1,1,0,2,2,0,2,0,0,6,0, -   ? ,0, -   ? ,1,0,0,0,,?
Уральское управление,45 Курганская область,контроль выполнения предписания,ООО «Форест-К»,4 508 009 280,,13.03.2018,19.03.2018,1,1,1,0,12,1,1,3,0,17,0, -   ? ,0, -   ? ,1,0,0,0,,
Уральское управление,45 Курганская область,первичная выездная проверка (по поручению 85 РП),ООО «Юргамышский леспромхоз»,4 526 005 880,А55-03884-0001,18.10.2017,15.11.2017,1,1,0,2,8,0,0,0,0,10,0, -   ? ,1, 20 000.00 ? ,0,0,0,0,,
Уральское управление,45 Курганская область,первичная выездная проверка (по поручению 85 РП),ИП Бабочкин М.С.,450 137 080 506,А55-04098-0001,03.07.2017,28.07.2017,4,4,2,0,5,0,0,0,0,5,0, -   ? ,1, 20 000.00 ? ,0,0,0,0,,
Кавказское управление,7 Кабардино-Балкарская Республика,первичная выездная проверка (по поручению 85 РП),"ООО ""Промтехмонтаж""",711 014 226,А34-00115-0002,03.05.2017,05.05.2017,2,2,0,0,11,0,1,0,0,12,0, -   ? ,1, 20 000.00 ? ,0,0,0,0,,
Уральское управление,45 Курганская область,первичная выездная проверка (по поручению 85 РП),ООО «Стройиндустрия-7»,4 501 198 944,,04.07.2017,31.07.2017,1,1,0,2,13,0,0,0,0,15,1, 100 000.00 ? ,0, -   ? ,0,0,0,0,,
Уральское управление,45 Курганская область,первичная выездная проверка (по поручению 85 РП),ООО «ТехСнаб»,6 679 078 551,,22.06.2017,19.07.2017,3,3,0,0,0,0,0,0,0,0,0, -   ? ,0, -   ? ,0,0,0,0,,?краны сняты с учета в Ростехнадзоре
Уральское управление,45 Курганская область,контроль выполнения предписания,ООО «Деревообрабатывающий завод Кособродск»,4 508 008 007,,22.01.2018,24.01.2018,1,1,0,0,0,0,0,0,0,0,0, -   ? ,0, -   ? ,0,0,0,0,,
Кавказское управление,7 Кабардино-Балкарская Республика,первичная выездная проверка (по поручению 85 РП),"ООО ""Стройкоммунсервис""",721 005 615,№ А34-01685-0001,10.05.2017,12.05.2017,1,1,0,0,8,0,0,0,0,8,0, -   ? ,1, 20 000.00 ? ,0,0,0,0,,
Уральское управление,45 Курганская область,первичная выездная проверка (по поручению 85 РП),ООО «Гермес»,4 501 207 677,,16.10.2017,13.11.2017,1,1,0,0,1,0,0,0,0,1,1, -   ? ,0, -   ? ,0,0,1,0,,
Кавказское управление,7 Кабардино-Балкарская Республика,первичная выездная проверка (по поручению 85 РП),"ООО ""Прогресс""",726 013 881,А34-01636-0001,18.05.2017,22.05.2017,1,1,0,2,10,0,0,0,0,12,0, -   ? ,1, 20 000.00 ? ,0,0,0,0,,
Кавказское управление,7 Кабардино-Балкарская Республика,первичная выездная проверка (по поручению 85 РП),Открытое Акционерное Общества «ЗЖБИ-2» ,711 032 169,№ А34-00055-0004,29.05.2017,31.05.2017,1,1,0,10,5,0,0,0,0,15,0, -   ? ,1, 20 000.00 ? ,0,0,0,0,?0,?0
Кавказское управление,7 Кабардино-Балкарская Республика,первичная выездная проверка (по поручению 85 РП),ИП Татроков Б.А.,70 201 053 007,А34-01645-0001,15.05.2017,17.05.2017,2,2,0,1,9,0,0,0,0,10,0, -   ? ,1, 20 000.00 ? ,0,0,0,0,,
Кавказское управление,7 Кабардино-Балкарская Республика,первичная выездная проверка (по поручению 85 РП),Общества с ограниченной ответственностью «Строймир» ,714 007 072,№ А34-01642-0001 ,15.05.2017,17.05.2017,1,1,0,10,0,0,0,0,0,10,0, -   ? ,1, 20 000.00 ? ,0,0,0,0,?0,?0
Кавказское управление,7 Кабардино-Балкарская Республика,первичная выездная проверка (по поручению 85 РП),"ООО ""Трест Ай Би Си Промстрой""",721 022 716,А34-01418-0004,23.05.2017,25.05.2017,1,1,1,0,0,0,0,0,0,0,0, -   ? ,0, -   ? ,0,0,0,0,,
Кавказское управление,7 Кабардино-Балкарская Республика,первичная выездная проверка (по поручению 85 РП),Общества с ограниченной ответственностью «Югстрой»,721 005 830,№ А34-01261-0001 ,22.05.2017,24.05.2017,1,1,1,10,5,0,0,0,0,15,0, -   ? ,1, 20 000.00 ? ,0,0,0,0,?0,
Кавказское управление,7 Кабардино-Балкарская Республика,первичная выездная проверка (по поручению 85 РП),Общества с ограниченной ответственностью «ЮгТрйдИнвест» ,721 054 860,№ А34-01147-0001,10.05.2017,13.05.2017,1,1,0,0,20,0,0,0,0,20,0, -   ? ,0, -   ? ,0,0,0,0,?0,?0
Кавказское управление,7 Кабардино-Балкарская Республика,первичная выездная проверка (по поручению 85 РП),ИП Халилов А.В.,70 502 655 100,А34-01674-0001,05.06.2017,07.06.2017,1,1,0,2,17,0,1,0,0,20,0, -   ? ,1, 20 000.00 ? ,0,0,0,0,,
Кавказское управление,7 Кабардино-Балкарская Республика,первичная выездная проверка (по поручению 85 РП),"ООО ""Астемир и К""",707 007 755,А34-01640-0004,07.06.2017,09.06.2017,1,1,0,1,12,0,1,0,0,14,0, -   ? ,1, 20 000.00 ? ,0,0,0,0,,
Кавказское управление,7 Кабардино-Балкарская Республика,первичная выездная проверка (по поручению 85 РП),Общества с ограниченной ответственностью «Зольская передвижная механизированная колонна-1» ,702 007 173,№ А34-00675,06.06.2017,08.06.2017,4,4,0,1,6,0,0,0,0,7,0, -   ? ,1, 20 000.00 ? ,0,0,0,0,?0,?0
Кавказское управление,7 Кабардино-Балкарская Республика,первичная выездная проверка (по поручению 85 РП),"ООО ""Баксанские строительные материалы""",722 002 159,А34-01591-0002,05.06.2017,07.06.2017,1,1,0,2,11,0,0,0,0,13,0, -   ? ,1, 20 000.00 ? ,0,0,0,0,,
